docname,topic,proportion
newsgroups:4731,001,1.0
newsgroups:4766,002,1.0
newsgroups:4801,003,1.0
newsgroups:4836,000,1.0
newsgroups:4871,009,1.0
newsgroups:4906,003,1.0
newsgroups:4941,018,1.0
newsgroups:4976,011,1.0
newsgroups:5011,013,0.455576
newsgroups:5011,003,0.316581
newsgroups:5011,001,0.227843
newsgroups:5046,001,0.726634
newsgroups:5046,004,0.273366
newsgroups:5081,004,0.672904
newsgroups:5081,010,0.327096
newsgroups:5116,009,0.560988
newsgroups:5116,011,0.300427
newsgroups:5116,013,0.138585
newsgroups:5151,008,1.0
newsgroups:5186,007,1.0
newsgroups:5221,002,1.0
newsgroups:5256,013,0.484654
newsgroups:5256,001,0.19779
newsgroups:5256,003,0.181286
newsgroups:5256,010,0.13627
newsgroups:5291,003,1.0
newsgroups:5326,010,1.0
newsgroups:5361,001,0.459421
newsgroups:5361,013,0.344854
newsgroups:5361,019,0.118649
newsgroups:5361,003,0.077076
newsgroups:5396,001,0.581891
newsgroups:5396,002,0.195155
newsgroups:5396,007,0.187491
newsgroups:5396,003,0.035463
newsgroups:5431,013,0.729492
newsgroups:5431,003,0.270508
newsgroups:5466,013,1.0
newsgroups:5501,013,0.316909
newsgroups:5501,000,0.314049
newsgroups:5501,001,0.104635
newsgroups:5501,006,0.094425
newsgroups:5501,005,0.094229
newsgroups:5501,003,0.039114
newsgroups:5501,002,0.036638
newsgroups:5536,000,1.0
newsgroups:5571,013,0.559788
newsgroups:5571,003,0.440212
newsgroups:5606,001,0.251808
newsgroups:5606,003,0.217768
newsgroups:5606,009,0.180234
newsgroups:5606,004,0.155804
newsgroups:5606,011,0.120663
newsgroups:5606,010,0.073723
newsgroups:5641,001,1.0
newsgroups:5676,001,0.563553
newsgroups:5676,007,0.203195
newsgroups:5676,003,0.154967
newsgroups:5676,004,0.078286
newsgroups:5711,001,1.0
newsgroups:5746,004,1.0
newsgroups:5781,003,1.0
newsgroups:5816,004,1.0
newsgroups:5851,001,0.325255
newsgroups:5851,013,0.224572
newsgroups:5851,009,0.192859
newsgroups:5851,003,0.144095
newsgroups:5851,004,0.086751
newsgroups:5851,000,0.026469
newsgroups:5886,016,1.0
newsgroups:5921,001,1.0
newsgroups:5956,011,0.539626
newsgroups:5956,013,0.211527
newsgroups:5956,001,0.168086
newsgroups:5956,003,0.08076
newsgroups:5991,006,0.479303
newsgroups:5991,001,0.217727
newsgroups:5991,014,0.113968
newsgroups:5991,004,0.101292
newsgroups:5991,013,0.08771
newsgroups:6026,007,1.0
newsgroups:6061,002,0.306297
newsgroups:6061,003,0.159492
newsgroups:6061,007,0.157492
newsgroups:6061,005,0.11514
newsgroups:6061,000,0.073812
newsgroups:6061,001,0.070286
newsgroups:6061,014,0.049801
newsgroups:6061,006,0.032073
newsgroups:6061,004,0.019494
newsgroups:6061,010,0.016114
newsgroups:6096,007,0.38593
newsgroups:6096,001,0.234047
newsgroups:6096,002,0.159284
newsgroups:6096,010,0.082288
newsgroups:6096,016,0.070722
newsgroups:6096,003,0.06773
newsgroups:6131,019,1.0
newsgroups:6166,001,1.0
newsgroups:6201,007,1.0
newsgroups:6236,007,1.0
newsgroups:6271,007,1.0
newsgroups:6306,007,1.0
newsgroups:6341,002,1.0
newsgroups:6376,002,0.448434
newsgroups:6376,014,0.182993
newsgroups:6376,003,0.126942
newsgroups:6376,012,0.110562
newsgroups:6376,013,0.075225
newsgroups:6376,001,0.055844
newsgroups:6411,003,1.0
newsgroups:6446,007,0.272917
newsgroups:6446,006,0.272901
newsgroups:6446,002,0.231046
newsgroups:6446,003,0.14604
newsgroups:6446,008,0.047481
newsgroups:6446,000,0.019898
newsgroups:6446,001,0.009717
newsgroups:6481,007,1.0
newsgroups:6516,007,1.0
newsgroups:6551,007,1.0
newsgroups:6586,002,1.0
newsgroups:6621,010,0.675523
newsgroups:6621,007,0.153659
newsgroups:6621,003,0.092124
newsgroups:6621,009,0.078694
newsgroups:6656,007,0.272286
newsgroups:6656,001,0.266363
newsgroups:6656,010,0.258275
newsgroups:6656,003,0.112473
newsgroups:6656,004,0.090603
newsgroups:6691,010,0.473452
newsgroups:6691,007,0.436785
newsgroups:6691,003,0.089762
newsgroups:6726,003,1.0
newsgroups:6761,007,1.0
newsgroups:6796,003,1.0
newsgroups:6831,007,1.0
newsgroups:6866,003,0.701529
newsgroups:6866,007,0.298471
newsgroups:6901,007,0.50247
newsgroups:6901,001,0.211401
newsgroups:6901,003,0.143702
newsgroups:6901,002,0.065775
newsgroups:6901,004,0.042167
newsgroups:6901,016,0.034485
newsgroups:6936,007,0.33277
newsgroups:6936,010,0.223112
newsgroups:6936,001,0.187841
newsgroups:6936,004,0.122965
newsgroups:6936,011,0.050722
newsgroups:6936,003,0.04464
newsgroups:6936,016,0.03795
newsgroups:6971,007,0.263687
newsgroups:6971,006,0.256601
newsgroups:6971,002,0.251502
newsgroups:6971,003,0.131149
newsgroups:6971,004,0.065823
newsgroups:6971,000,0.021622
newsgroups:6971,001,0.009615
newsgroups:7006,000,1.0
newsgroups:7041,014,1.0
newsgroups:7076,003,1.0
newsgroups:7111,007,1.0
newsgroups:7146,003,1.0
newsgroups:7181,002,0.394811
newsgroups:7181,003,0.187137
newsgroups:7181,014,0.146604
newsgroups:7181,004,0.105227
newsgroups:7181,005,0.073732
newsgroups:7181,012,0.072345
newsgroups:7181,001,0.020145
newsgroups:7216,012,1.0
newsgroups:7251,002,1.0
newsgroups:7286,002,1.0
newsgroups:7321,000,1.0
newsgroups:7356,001,1.0
newsgroups:7391,002,1.0
newsgroups:7426,014,0.469751
newsgroups:7426,002,0.373074
newsgroups:7426,018,0.088869
newsgroups:7426,007,0.068306
newsgroups:7461,003,1.0
newsgroups:7496,001,1.0
newsgroups:7531,003,1.0
newsgroups:7566,014,0.316018
newsgroups:7566,016,0.226991
newsgroups:7566,011,0.139025
newsgroups:7566,003,0.120334
newsgroups:7566,000,0.087028
newsgroups:7566,013,0.071968
newsgroups:7566,019,0.038635
newsgroups:7601,000,1.0
newsgroups:7636,014,1.0
newsgroups:7671,002,0.633128
newsgroups:7671,015,0.107521
newsgroups:7671,001,0.070786
newsgroups:7671,007,0.069366
newsgroups:7671,000,0.066825
newsgroups:7671,003,0.052373
newsgroups:7706,009,1.0
newsgroups:7741,002,1.0
newsgroups:7776,007,1.0
newsgroups:7811,002,1.0
newsgroups:7846,001,0.460992
newsgroups:7846,017,0.264489
newsgroups:7846,000,0.100223
newsgroups:7846,007,0.09565
newsgroups:7846,014,0.078647
newsgroups:7881,014,1.0
newsgroups:7916,002,1.0
newsgroups:7951,014,0.435075
newsgroups:7951,002,0.308056
newsgroups:7951,005,0.084441
newsgroups:7951,007,0.071683
newsgroups:7951,003,0.063714
newsgroups:7951,018,0.037032
newsgroups:7986,002,1.0
newsgroups:8021,014,0.535717
newsgroups:8021,001,0.259843
newsgroups:8021,000,0.204441
newsgroups:8056,000,1.0
newsgroups:8091,014,0.435119
newsgroups:8091,002,0.223548
newsgroups:8091,003,0.157532
newsgroups:8091,012,0.115941
newsgroups:8091,001,0.052658
newsgroups:8091,000,0.015203
newsgroups:8126,014,1.0
newsgroups:8161,000,0.473652
newsgroups:8161,002,0.315281
newsgroups:8161,012,0.211066
newsgroups:8196,005,1.0
newsgroups:8231,014,1.0
newsgroups:8266,000,1.0
newsgroups:8301,000,0.49474
newsgroups:8301,001,0.311486
newsgroups:8301,002,0.193773
newsgroups:8336,003,1.0
newsgroups:8371,014,1.0
newsgroups:8406,005,1.0
newsgroups:8441,014,1.0
newsgroups:8476,003,1.0
newsgroups:8511,001,1.0
newsgroups:8546,018,1.0
newsgroups:8581,001,1.0
newsgroups:8616,004,1.0
newsgroups:8651,001,1.0
newsgroups:8686,018,1.0
newsgroups:8721,014,1.0
newsgroups:8756,014,1.0
newsgroups:8791,001,1.0
newsgroups:8826,014,1.0
newsgroups:8861,003,1.0
newsgroups:8896,003,1.0
newsgroups:8931,002,1.0
newsgroups:8966,000,1.0
newsgroups:9001,005,1.0
newsgroups:9036,002,1.0
newsgroups:9071,015,0.740987
newsgroups:9071,012,0.259013
newsgroups:9106,000,1.0
newsgroups:9141,015,0.404853
newsgroups:9141,002,0.323912
newsgroups:9141,000,0.16938
newsgroups:9141,013,0.047478
newsgroups:9141,014,0.033575
newsgroups:9141,012,0.020802
newsgroups:9176,002,1.0
newsgroups:9211,002,1.0
newsgroups:9246,015,1.0
newsgroups:9281,012,1.0
newsgroups:9316,015,1.0
newsgroups:9351,002,1.0
newsgroups:9386,002,1.0
newsgroups:9421,015,1.0
newsgroups:9456,002,1.0
newsgroups:9491,002,1.0
newsgroups:9526,002,1.0
newsgroups:9561,002,1.0
newsgroups:9596,002,0.648665
newsgroups:9596,000,0.131997
newsgroups:9596,003,0.098212
newsgroups:9596,015,0.054802
newsgroups:9596,001,0.039705
newsgroups:9596,004,0.026619
newsgroups:9631,015,1.0
newsgroups:9666,002,1.0
newsgroups:9701,000,0.49474
newsgroups:9701,001,0.311486
newsgroups:9701,002,0.193773
newsgroups:9736,002,1.0
newsgroups:9771,002,1.0
newsgroups:9806,008,1.0
newsgroups:9841,002,0.759636
newsgroups:9841,003,0.14871
newsgroups:9841,016,0.071492
newsgroups:9841,000,0.020162
newsgroups:9876,015,0.604576
newsgroups:9876,002,0.213394
newsgroups:9876,004,0.122821
newsgroups:9876,012,0.059209
newsgroups:9911,002,1.0
newsgroups:9946,001,1.0
newsgroups:9981,002,1.0
newsgroups:10016,002,1.0
newsgroups:10051,015,0.317685
newsgroups:10051,002,0.270296
newsgroups:10051,000,0.260052
newsgroups:10051,012,0.151968
newsgroups:10086,015,0.552184
newsgroups:10086,002,0.447816
newsgroups:10121,002,0.341405
newsgroups:10121,015,0.289482
newsgroups:10121,012,0.130987
newsgroups:10121,016,0.125935
newsgroups:10121,001,0.09872
newsgroups:10121,004,0.013471
newsgroups:10156,002,0.419757
newsgroups:10156,006,0.299124
newsgroups:10156,008,0.173559
newsgroups:10156,001,0.10756
newsgroups:10191,002,1.0
newsgroups:10226,002,1.0
newsgroups:10261,002,1.0
newsgroups:10296,002,1.0
newsgroups:10331,000,1.0
newsgroups:10366,002,0.765256
newsgroups:10366,000,0.234744
newsgroups:10401,002,0.402189
newsgroups:10401,015,0.401076
newsgroups:10401,000,0.196735
newsgroups:10436,015,1.0
newsgroups:10471,001,1.0
newsgroups:10506,002,0.573696
newsgroups:10506,015,0.178189
newsgroups:10506,001,0.143679
newsgroups:10506,000,0.104436
newsgroups:10541,015,1.0
newsgroups:10576,015,1.0
newsgroups:10611,002,0.626697
newsgroups:10611,000,0.176392
newsgroups:10611,012,0.125385
newsgroups:10611,003,0.071525
newsgroups:10646,015,1.0
newsgroups:10681,015,1.0
newsgroups:10716,002,1.0
newsgroups:10751,008,1.0
newsgroups:10786,002,1.0
newsgroups:10821,002,0.542709
newsgroups:10821,015,0.324445
newsgroups:10821,005,0.078264
newsgroups:10821,003,0.054583
newsgroups:10856,015,1.0
newsgroups:10891,015,0.674667
newsgroups:10891,002,0.325333
newsgroups:10926,002,1.0
newsgroups:10961,002,0.558311
newsgroups:10961,015,0.441689
newsgroups:10996,001,1.0
newsgroups:11031,000,1.0
newsgroups:11066,000,1.0
newsgroups:11101,017,1.0
newsgroups:11136,008,1.0
newsgroups:11171,003,1.0
newsgroups:11206,003,0.246817
newsgroups:11206,009,0.217297
newsgroups:11206,004,0.174505
newsgroups:11206,001,0.163845
newsgroups:11206,019,0.10144
newsgroups:11206,017,0.096095
newsgroups:11241,003,0.364937
newsgroups:11241,012,0.196414
newsgroups:11241,004,0.183564
newsgroups:11241,001,0.102142
newsgroups:11241,019,0.098175
newsgroups:11241,017,0.054767
newsgroups:11276,000,1.0
newsgroups:11311,000,1.0
newsgroups:11346,017,0.667432
newsgroups:11346,005,0.131676
newsgroups:11346,001,0.095723
newsgroups:11346,000,0.058329
newsgroups:11346,002,0.04684
newsgroups:11381,000,0.333261
newsgroups:11381,002,0.196167
newsgroups:11381,017,0.187429
newsgroups:11381,012,0.178181
newsgroups:11381,005,0.104962
newsgroups:11416,000,1.0
newsgroups:11451,017,0.474256
newsgroups:11451,001,0.167951
newsgroups:11451,004,0.110542
newsgroups:11451,003,0.090542
newsgroups:11451,000,0.071191
newsgroups:11451,002,0.037291
newsgroups:11451,009,0.025247
newsgroups:11451,005,0.013839
newsgroups:11451,012,0.009141
newsgroups:11486,000,1.0
newsgroups:11521,000,1.0
newsgroups:11556,017,0.389011
newsgroups:11556,005,0.334311
newsgroups:11556,000,0.276678
newsgroups:11597,000,0.632309
newsgroups:11597,002,0.15107
newsgroups:11597,005,0.107056
newsgroups:11597,001,0.0641
newsgroups:11597,017,0.045465
newsgroups:11632,017,1.0
newsgroups:11667,001,1.0
newsgroups:11702,017,1.0
newsgroups:11737,017,1.0
newsgroups:11772,008,1.0
newsgroups:11807,017,0.571688
newsgroups:11807,001,0.110575
newsgroups:11807,003,0.109103
newsgroups:11807,012,0.074528
newsgroups:11807,000,0.07158
newsgroups:11807,002,0.041097
newsgroups:11807,016,0.02143
newsgroups:11842,017,1.0
newsgroups:11877,017,0.425046
newsgroups:11877,012,0.117896
newsgroups:11877,003,0.095306
newsgroups:11877,000,0.068734
newsgroups:11877,019,0.064628
newsgroups:11877,004,0.061534
newsgroups:11877,016,0.057257
newsgroups:11877,002,0.05548
newsgroups:11877,001,0.054121
newsgroups:11912,003,1.0
newsgroups:11947,017,1.0
newsgroups:11982,019,1.0
newsgroups:12017,001,1.0
newsgroups:12052,003,0.51663
newsgroups:12052,001,0.410202
newsgroups:12052,008,0.073168
newsgroups:12087,003,0.390674
newsgroups:12087,002,0.338672
newsgroups:12087,007,0.190263
newsgroups:12087,016,0.080391
newsgroups:12122,007,1.0
newsgroups:12157,001,1.0
newsgroups:12192,003,1.0
newsgroups:12227,001,1.0
newsgroups:12262,001,1.0
newsgroups:12297,008,1.0
newsgroups:12332,003,1.0
newsgroups:12367,001,1.0
newsgroups:12402,003,0.597897
newsgroups:12402,012,0.203006
newsgroups:12402,001,0.199096
newsgroups:12437,003,1.0
newsgroups:12472,003,1.0
newsgroups:12507,000,1.0
newsgroups:12542,001,0.428926
newsgroups:12542,004,0.170056
newsgroups:12542,003,0.161015
newsgroups:12542,000,0.144236
newsgroups:12542,017,0.095768
newsgroups:12577,003,1.0
newsgroups:12612,001,1.0
newsgroups:12647,001,0.614395
newsgroups:12647,003,0.20181
newsgroups:12647,004,0.183796
newsgroups:12682,003,0.464626
newsgroups:12682,000,0.253594
newsgroups:12682,001,0.149026
newsgroups:12682,012,0.132754
newsgroups:12717,007,1.0
newsgroups:12752,007,1.0
newsgroups:12787,001,1.0
newsgroups:12822,019,1.0
newsgroups:12857,016,1.0
newsgroups:12892,009,1.0
newsgroups:12927,001,1.0
newsgroups:12962,001,0.546386
newsgroups:12962,003,0.235758
newsgroups:12962,010,0.131022
newsgroups:12962,012,0.059756
newsgroups:12962,002,0.027078
newsgroups:12997,001,0.433574
newsgroups:12997,003,0.395151
newsgroups:12997,019,0.171274
newsgroups:13032,006,1.0
newsgroups:13067,002,1.0
newsgroups:13102,003,1.0
newsgroups:13137,002,1.0
newsgroups:13172,001,0.475189
newsgroups:13172,013,0.201818
newsgroups:13172,004,0.120628
newsgroups:13172,000,0.111157
newsgroups:13172,016,0.027637
newsgroups:13172,002,0.027251
newsgroups:13172,007,0.023841
newsgroups:13172,005,0.012478
newsgroups:13207,002,0.333612
newsgroups:13207,001,0.323408
newsgroups:13207,004,0.17153
newsgroups:13207,000,0.152038
newsgroups:13207,003,0.019412
newsgroups:13242,001,0.387902
newsgroups:13242,002,0.277049
newsgroups:13242,000,0.254671
newsgroups:13242,007,0.068583
newsgroups:13242,004,0.011795
newsgroups:13277,002,1.0
newsgroups:13312,002,0.428299
newsgroups:13312,000,0.325222
newsgroups:13312,012,0.147801
newsgroups:13312,003,0.098678
newsgroups:13347,003,1.0
newsgroups:13382,002,1.0
newsgroups:13417,019,1.0
newsgroups:13452,006,1.0
newsgroups:13487,003,0.461578
newsgroups:13487,001,0.297182
newsgroups:13487,008,0.124608
newsgroups:13487,011,0.116632
newsgroups:13522,003,0.411082
newsgroups:13522,002,0.298107
newsgroups:13522,005,0.290811
newsgroups:13557,006,1.0
newsgroups:13592,005,0.41992
newsgroups:13592,001,0.363325
newsgroups:13592,016,0.108757
newsgroups:13592,003,0.107998
newsgroups:13627,000,0.440092
newsgroups:13627,002,0.223056
newsgroups:13627,005,0.161361
newsgroups:13627,003,0.082688
newsgroups:13627,001,0.052539
newsgroups:13627,016,0.022835
newsgroups:13627,004,0.017428
newsgroups:13662,002,1.0
newsgroups:13697,006,1.0
newsgroups:13732,003,1.0
newsgroups:13767,002,1.0
newsgroups:13802,000,0.49474
newsgroups:13802,001,0.311486
newsgroups:13802,002,0.193773
newsgroups:13837,001,1.0
newsgroups:13872,000,0.346973
newsgroups:13872,003,0.339144
newsgroups:13872,001,0.150501
newsgroups:13872,002,0.095988
newsgroups:13872,012,0.067394
newsgroups:13907,006,1.0
newsgroups:13942,001,1.0
newsgroups:13977,001,1.0
newsgroups:14012,005,1.0
newsgroups:14047,001,0.586644
newsgroups:14047,003,0.218832
newsgroups:14047,002,0.078133
newsgroups:14047,017,0.042071
newsgroups:14047,016,0.039959
newsgroups:14047,012,0.034362
newsgroups:14082,002,0.253227
newsgroups:14082,001,0.221649
newsgroups:14082,000,0.12088
newsgroups:14082,003,0.102372
newsgroups:14082,016,0.090742
newsgroups:14082,014,0.08675
newsgroups:14082,012,0.06916
newsgroups:14082,019,0.055219
newsgroups:14117,002,1.0
newsgroups:14152,002,1.0
newsgroups:14187,016,1.0
newsgroups:14222,002,0.439631
newsgroups:14222,000,0.228705
newsgroups:14222,001,0.228197
newsgroups:14222,012,0.103468
newsgroups:14257,001,0.433679
newsgroups:14257,003,0.297909
newsgroups:14257,002,0.268412
newsgroups:14292,019,1.0
newsgroups:14327,001,1.0
newsgroups:14362,000,1.0
newsgroups:14397,003,1.0
newsgroups:14432,003,1.0
newsgroups:14467,001,1.0
newsgroups:14502,002,0.388327
newsgroups:14502,000,0.282678
newsgroups:14502,001,0.122079
newsgroups:14502,004,0.080355
newsgroups:14502,003,0.070148
newsgroups:14502,012,0.040569
newsgroups:14502,005,0.015845
newsgroups:14537,003,1.0
newsgroups:14572,001,0.554916
newsgroups:14572,003,0.326002
newsgroups:14572,019,0.119081
newsgroups:14607,002,1.0
newsgroups:14642,001,0.524455
newsgroups:14642,002,0.264237
newsgroups:14642,003,0.211309
newsgroups:14677,003,1.0
newsgroups:14712,001,0.49077
newsgroups:14712,002,0.243733
newsgroups:14712,003,0.156708
newsgroups:14712,000,0.074428
newsgroups:14712,012,0.017603
newsgroups:14712,004,0.016758
newsgroups:14747,001,0.364196
newsgroups:14747,003,0.288037
newsgroups:14747,002,0.185355
newsgroups:14747,004,0.131299
newsgroups:14747,006,0.031113
newsgroups:14782,002,1.0
newsgroups:14817,001,0.803961
newsgroups:14817,002,0.196039
newsgroups:14852,003,1.0
newsgroups:14887,002,1.0
newsgroups:14922,001,1.0
newsgroups:14957,001,0.431839
newsgroups:14957,005,0.408684
newsgroups:14957,016,0.100409
newsgroups:14957,003,0.059069
newsgroups:14992,001,1.0
newsgroups:15027,005,1.0
newsgroups:15062,000,0.352856
newsgroups:15062,002,0.294257
newsgroups:15062,005,0.278983
newsgroups:15062,001,0.073905
newsgroups:15097,005,0.736074
newsgroups:15097,003,0.186157
newsgroups:15097,002,0.056946
newsgroups:15097,000,0.020824
newsgroups:15132,005,1.0
newsgroups:15167,002,1.0
newsgroups:15202,004,1.0
newsgroups:15237,005,1.0
newsgroups:15272,005,0.56333
newsgroups:15272,000,0.225189
newsgroups:15272,006,0.211481
newsgroups:15307,006,1.0
newsgroups:15342,005,0.56007
newsgroups:15342,000,0.266561
newsgroups:15342,002,0.138316
newsgroups:15342,001,0.027591
newsgroups:15342,006,0.007461
newsgroups:15377,006,1.0
newsgroups:15412,000,1.0
newsgroups:15447,005,1.0
newsgroups:15482,005,1.0
newsgroups:15517,005,0.569654
newsgroups:15517,000,0.430346
newsgroups:15552,000,0.595967
newsgroups:15552,005,0.164368
newsgroups:15552,006,0.119955
newsgroups:15552,016,0.085716
newsgroups:15552,001,0.033993
newsgroups:15587,005,0.507723
newsgroups:15587,002,0.188674
newsgroups:15587,000,0.127857
newsgroups:15587,003,0.115225
newsgroups:15587,016,0.06052
newsgroups:15622,005,1.0
newsgroups:15657,002,0.608093
newsgroups:15657,005,0.168466
newsgroups:15657,016,0.099616
newsgroups:15657,006,0.091627
newsgroups:15657,000,0.032198
newsgroups:15692,005,0.479091
newsgroups:15692,006,0.418255
newsgroups:15692,001,0.082055
newsgroups:15692,004,0.020599
newsgroups:15727,000,0.35814
newsgroups:15727,005,0.297025
newsgroups:15727,002,0.177401
newsgroups:15727,016,0.12369
newsgroups:15727,006,0.022967
newsgroups:15727,008,0.020777
newsgroups:15762,005,0.334873
newsgroups:15762,001,0.30954
newsgroups:15762,000,0.184391
newsgroups:15762,016,0.171195
newsgroups:15797,005,0.539629
newsgroups:15797,006,0.262209
newsgroups:15797,003,0.087904
newsgroups:15797,002,0.073389
newsgroups:15797,016,0.031892
newsgroups:15797,004,0.004977
newsgroups:15832,005,0.33134
newsgroups:15832,016,0.300027
newsgroups:15832,000,0.251636
newsgroups:15832,003,0.070317
newsgroups:15832,002,0.04668
newsgroups:15867,005,1.0
newsgroups:15902,005,1.0
newsgroups:15937,000,0.498573
newsgroups:15937,005,0.286572
newsgroups:15937,012,0.071184
newsgroups:15937,001,0.051351
newsgroups:15937,002,0.04625
newsgroups:15937,016,0.039876
newsgroups:15937,003,0.006195
newsgroups:15972,005,0.722776
newsgroups:15972,006,0.185139
newsgroups:15972,004,0.092085
newsgroups:16007,000,0.624099
newsgroups:16007,002,0.127817
newsgroups:16007,008,0.063152
newsgroups:16007,003,0.058736
newsgroups:16007,012,0.053693
newsgroups:16007,016,0.04904
newsgroups:16007,014,0.023462
newsgroups:16042,000,0.804865
newsgroups:16042,008,0.195135
newsgroups:16077,007,1.0
newsgroups:16112,002,1.0
newsgroups:16147,005,0.4162
newsgroups:16147,001,0.306157
newsgroups:16147,002,0.277643
newsgroups:16182,000,1.0
newsgroups:16217,000,0.687624
newsgroups:16217,005,0.094781
newsgroups:16217,008,0.077068
newsgroups:16217,001,0.070523
newsgroups:16217,002,0.070005
newsgroups:16252,000,1.0
newsgroups:16287,002,1.0
newsgroups:16322,000,0.482049
newsgroups:16322,002,0.263174
newsgroups:16322,016,0.142482
newsgroups:16322,005,0.112294
newsgroups:16357,008,1.0
newsgroups:16392,000,0.777558
newsgroups:16392,002,0.222442
newsgroups:16427,003,1.0
newsgroups:16462,000,1.0
newsgroups:16497,000,0.566309
newsgroups:16497,016,0.192924
newsgroups:16497,001,0.119131
newsgroups:16497,012,0.090111
newsgroups:16497,003,0.031525
newsgroups:16532,000,0.619846
newsgroups:16532,002,0.186831
newsgroups:16532,005,0.106272
newsgroups:16532,001,0.087051
newsgroups:16567,004,1.0
newsgroups:16602,005,1.0
newsgroups:16637,004,1.0
newsgroups:16672,000,0.62356
newsgroups:16672,005,0.37644
newsgroups:16707,002,1.0
newsgroups:16742,008,1.0
newsgroups:16777,000,1.0
newsgroups:16812,000,1.0
newsgroups:16847,000,0.60652
newsgroups:16847,005,0.225069
newsgroups:16847,001,0.087184
newsgroups:16847,002,0.046797
newsgroups:16847,003,0.019256
newsgroups:16847,015,0.008642
newsgroups:16847,016,0.006531
newsgroups:16882,002,1.0
newsgroups:16917,000,1.0
newsgroups:16952,005,1.0
newsgroups:16987,000,0.589379
newsgroups:16987,002,0.208171
newsgroups:16987,003,0.116714
newsgroups:16987,008,0.085735
newsgroups:17022,000,0.776202
newsgroups:17022,008,0.115769
newsgroups:17022,002,0.057132
newsgroups:17022,005,0.050896
newsgroups:17057,000,0.778853
newsgroups:17057,006,0.169219
newsgroups:17057,002,0.051928
newsgroups:17092,000,0.681631
newsgroups:17092,006,0.181559
newsgroups:17092,005,0.087177
newsgroups:17092,002,0.049632
newsgroups:17127,008,1.0
newsgroups:17162,000,1.0
newsgroups:17197,000,0.573646
newsgroups:17197,016,0.164911
newsgroups:17197,005,0.112137
newsgroups:17197,001,0.101107
newsgroups:17197,002,0.0482
newsgroups:17232,002,1.0
newsgroups:17267,005,1.0
newsgroups:17302,003,1.0
newsgroups:17337,000,0.819632
newsgroups:17337,002,0.070403
newsgroups:17337,001,0.057643
newsgroups:17337,005,0.039291
newsgroups:17337,017,0.013031
newsgroups:17372,000,1.0
newsgroups:17407,000,0.665738
newsgroups:17407,002,0.210197
newsgroups:17407,005,0.066003
newsgroups:17407,001,0.058062
newsgroups:17442,000,0.645694
newsgroups:17442,001,0.155045
newsgroups:17442,005,0.102653
newsgroups:17442,017,0.054498
newsgroups:17442,002,0.04211
newsgroups:17477,000,0.647272
newsgroups:17477,005,0.143631
newsgroups:17477,003,0.10327
newsgroups:17477,002,0.06529
newsgroups:17477,019,0.040536
newsgroups:17512,000,0.863282
newsgroups:17512,002,0.087716
newsgroups:17512,005,0.049002
newsgroups:17547,001,1.0
newsgroups:17582,000,0.768623
newsgroups:17582,002,0.120821
newsgroups:17582,001,0.110556
newsgroups:17617,000,1.0
newsgroups:17652,000,1.0
newsgroups:17687,000,0.507757
newsgroups:17687,002,0.223379
newsgroups:17687,001,0.10238
newsgroups:17687,005,0.081635
newsgroups:17687,008,0.038529
newsgroups:17687,003,0.032955
newsgroups:17687,012,0.013365
newsgroups:17722,000,1.0
newsgroups:17757,001,0.325263
newsgroups:17757,008,0.196181
newsgroups:17757,005,0.167034
newsgroups:17757,000,0.135505
newsgroups:17757,006,0.124013
newsgroups:17757,004,0.052004
newsgroups:17792,000,0.742941
newsgroups:17792,001,0.117338
newsgroups:17792,002,0.072183
newsgroups:17792,008,0.067538
newsgroups:17827,000,0.698643
newsgroups:17827,011,0.123267
newsgroups:17827,001,0.074227
newsgroups:17827,003,0.059454
newsgroups:17827,002,0.04441
newsgroups:17862,001,1.0
newsgroups:17897,000,1.0
newsgroups:17932,000,0.345514
newsgroups:17932,002,0.325434
newsgroups:17932,001,0.113017
newsgroups:17932,005,0.097915
newsgroups:17932,006,0.071747
newsgroups:17932,003,0.038029
newsgroups:17932,016,0.008343
newsgroups:17967,000,0.645788
newsgroups:17967,005,0.174398
newsgroups:17967,002,0.088506
newsgroups:17967,001,0.038471
newsgroups:17967,003,0.037203
newsgroups:17967,019,0.015634
newsgroups:18002,012,1.0
newsgroups:18037,008,1.0
newsgroups:18072,000,0.421878
newsgroups:18072,001,0.221155
newsgroups:18072,002,0.217879
newsgroups:18072,006,0.139089
newsgroups:18107,000,1.0
newsgroups:18142,000,0.534726
newsgroups:18142,002,0.298354
newsgroups:18142,004,0.065459
newsgroups:18142,017,0.05356
newsgroups:18142,001,0.0479
newsgroups:18177,000,0.514157
newsgroups:18177,007,0.213231
newsgroups:18177,012,0.158561
newsgroups:18177,001,0.06516
newsgroups:18177,002,0.048892
newsgroups:18212,000,1.0
newsgroups:18247,000,0.71421
newsgroups:18247,002,0.144084
newsgroups:18247,003,0.141705
newsgroups:18282,007,1.0
newsgroups:18317,000,0.536342
newsgroups:18317,002,0.222408
newsgroups:18317,003,0.184729
newsgroups:18317,004,0.056521
newsgroups:18352,000,1.0
newsgroups:18387,000,1.0
newsgroups:18422,000,0.434218
newsgroups:18422,005,0.357398
newsgroups:18422,008,0.208385
newsgroups:18457,002,0.446556
newsgroups:18457,000,0.310695
newsgroups:18457,012,0.242749
newsgroups:18492,000,1.0
newsgroups:18527,000,0.885341
newsgroups:18527,001,0.069958
newsgroups:18527,016,0.044701
